21/01/23   | nOT ANSWERING/not answering/BUSY/BUSY                             | No
21/01/23   | not answeringNOT ANSWERING/N.A                                   | No
21/01/23   | APRIL                                                           | Yes
21/01/23   | BUSY/not answering/BUSY/BUSY                                     | No
21/01/23   | nOT ANSWERING/not answering/N.A                                   | No
21/01/23   | nOT ANSWERING/not answering/N.A                                   | No
21/01/23   | not answering/learning course                                     | No
21/01/23   | out of services                                                  | No
21/01/23   | BUSY/not answering/NOT ANSWERING/BUSY                             | No
21/01/23   | SWITCHED OFF/not answering/NOT ANSWERING/BUSY             | Yes
21/01/23   | WILL CALL BACK/not answering/NOT ANSWERING/N.A            | Yes
21/01/23   | not answering/busy/BUSY/N.A                              | Yes
21/01/23   | not answering/busy/BUSY/BUSY/NOT INTERESTED              | Yes
21/01/23   | busy/N.A                                                | Yes
21/01/23   | after April/busy/BUSY                                   | Yes
21/01/23   | need time to think/not answering/ CALL BACK TO US/BUSY   | Yes
21/01/23   | not answering/not answering/NOT ANSWERING/N.A             | Yes
21/01/23   | will visit on next week/after 1 month he visited the center | Yes
21/01/23   | no incoming                                            | No
21/01/23   | not answering/not answering/NOT ANSWERING/N.A             | Yes
21/01/23   | no response/busy/BUSY/BUSY                              | Yes
21/01/23   | SWITCHED OFF/out of services                            | Yes
21/01/23   | SEARCHING FOR JOB                                       | No
21/01/23   | call back/N.A                                           | Yes
21/01/23   | NO INCOMING                                            | No
21/01/23   | NOT INTERESTED                                         | No
21/01/23   | WRONG DETAILS                                          | No
21/01/23   | WRONG DETAILS                                          | No
21/01/23   | NOT ANSWERING/not answering/INTERESTED                   | Yes
21/01/23   | NOT ANSWERING/no response/NO RESPONSE/NOT REACHABLE      | Yes
21/01/23   | NOT ANSWERING/not answering/BUSY/N.A                     | Yes
21/01/23   | NOT ANSWERING/hindi                                     | Yes
21/01/23   | planning to visit the center/busy/APRIL 13 VISIT THE CENTER/BUSY | Yes
21/01/23   | SWITCH OFF/OUT OF SERVICES                             | Yes
21/01/23   | ALREADY JOINED                                         | No
21/01/23   | CALL BACK ON MONDAY/                                  | Yes
21/01/23   | ALREADY JOINED                                         | No
21/01/23   | SWITCH OFF/out of services                             | Yes
21/01/23   | SWITCH OFF/LOOKING FOR ONLINE                           | Yes
21/01/23   | NOT ANSWERING/BUSY/BUSY/BUSY                           | Yes
21/01/23   | NOT INTERESTED                                         | No
21/01/23   | NOT INTERESTED                                         | No
21/01/23   | NOT ANSWERING/NOT CONNECTING/NOT REACHABLE             | Yes
21/01/23   | NOT ANSWERING/INTERESTED                               | Yes
21/01/23   | VISITED NEXT WEEK                                      | Yes
21/01/23   | NOT ANSWERING/BUSY/BUSY/BUSY                           | Yes
21/01/23   | NOT ANSWERING/BUSY/CALL BACK                           | Yes
21/01/23   | NOT ANSWERING/NOT ANSWERING/N.A                        | Yes
21/01/23   | NOT ANSWERING/BUSY/NOT ANSWERING/BUSY                  | Yes
21/01/23   | SWITCH OFF/NOT ANSWERING/SWITCH OFF/BUSY               | Yes
21/01/23   | Disconnected call/NOT ANSWERING/NOT ANSWERING/N.A      | Yes
21/01/23   | LOOKING FOR ONLINE                                    | No
21/01/23   | NOT ANSWERING/BUSY/BUSY/BUSY                           | Yes
21/01/23   | NO INCOMING                                            | No
21/01/23   | NOT ANSWERING/NOT ANSWERING/N.A                        | Yes
21/01/23   | THINKING TO VISIT THE CENTER(CALL NEXT WEEK           | Yes
21/01/23   | NOT INTERESTED                                         | No
21/01/23   | Will call back in 1 hr                         | Yes
21/01/23   | Will call back                                 | Yes
21/01/23   | From Lb nagar..sent details                    | Yes
21/01/23   | From Lb nagar..sent details                    | Yes
21/01/23   | Not interested                                 | No
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Details sent will call back after deciding and from RTC cross roads Hyd | Yes
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Interested, Sent brochure he is from KPHB Hyd  | Yes
21/01/23   | Will call back                                 | Yes
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | In the office will call back                   | Yes
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Sent details will call back after deciding     | Yes
21/01/23   | Food tech background from Miyapur Hyd seems to be interested. Brochure sent | Yes
21/01/23   | Not reachable                                 | No
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Details sent will call back after deciding      | Yes
21/01/23   | In meeting will call back                      | Yes
21/01/23   | Incorrect number                               | No
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Details sent will call back after deciding      | Yes
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Seems to be interested details sent and he will call back | Yes
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Details sent will call back after deciding      | Yes
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Details sent will call back after deciding      | Yes
21/01/23   | Details sent will call back after deciding      | Yes
21/01/23   | Not responding Will call back again            | Yes
21/01/23   | Details sent will call back after deciding      | Yes
21/01/23   | Will Call after 1 hour                         | Yes
21/01/23   | Details sent will call back after deciding      | Yes
21/01/23   | Details sent will call back after deciding      | Yes
21/01/23   | Details shared                                 | No
21/01/23   | No response                                    | No
21/01/23   | Details sent                                  | Yes
21/01/23   | Details sent                                  | Yes
21/01/23   | Want us to provide chef - details sent         | Yes
21/01/23   | Not responding                                | No
21/01/23   | Not interested - want us to provide chef       | No
21/01/23   | N/A                                           | No
21/01/23   | Details sent                                  | Yes
21/01/23   | Not responding                                | No
21/01/23   | Enquired sent details (not anytime soon)       | No
21/01/23   | Not responding                                | No
21/01/23   | Not responding                                | No
21/01/23   | Not interested                                | No
21/01/23   | He said he will call back                     | Yes
21/01/23   | Details sent                                  | Yes
21/01/23   | Details sent                                  | Yes
21/01/23   | Call on 28th NR                                          | No
21/01/23   | Wants to invest 15k                                      | Yes
21/01/23   | Wrong number                                             | No
21/01/23   | Wrong number                                             | No
21/01/23   | WhatsApp details sent                                   | Yes
21/01/23   | He will call later. Durga paints                         | Yes
21/01/23   | Disconnecting the call                                  | No
21/01/23   | Ayna and care salon in Delhi NR                         | Yes
21/01/23   | Only Hindi                                              | Yes
21/01/23   | Has reflections salon in Surat. Wants Dessange salon. To send details | Yes
21/01/23   | Nasik wants to invest 15 lakhs                           | Yes
21/01/23   | Send mail                                               | Yes
21/01/23   | CA send details by mail                                 | Yes
21/01/23   | Me                                                     | No
21/01/23   | NR                                                     | No
21/01/23   | Wants to get trained                                    | Yes
21/01/23   | Model looking for collaboration                          | Yes
21/01/23   | Lucknow                                                | Yes
21/01/23   | Investment 5000 k                                       | Yes
21/01/23   | Not answering                                           | No
21/01/23   | Call not connecting                                     | No
21/01/23   | Stylist looking for job                                 | Yes
21/01/23   | 50 lakh investment. Send CA details, has Affinity Express in Ghaziabad. Looking to expand | Yes
21/01/23   | Jalandhar. May be CA                                    | Yes
21/01/23   | Not answering                                           | No
21/01/23   | Looking to invest 50k                                   | Yes
21/01/23   | Call on Thursday/ NR                                    | No
21/01/23   | WRONG NUMBER                                           | No
21/01/23   | BUSY                                                  | No
21/01/23   | Only Hindi                                             | Yes
21/01/23   | All not connecting                                      | No
21/01/23   | Switched off                                           | No
21/01/23   | Not answering                                          | No
21/01/23   | WRONG NUMBER                                           | No
21/01/23   | Mail sent Lucknow                                      | Yes
21/01/23   | Sent mail                                              | Yes
21/01/23   | Not interested                                         | No
21/01/23   | Not answering                                          | No
21/01/23   | Not answering                                          | No
21/01/23   | Sent mail                                              | Yes
21/01/23   | Never asked for franchise                               | No
21/01/23   | Never asked for franchise                               | No
21/01/23   | Number does not exist                                   | No
21/01/23   | Not connecting                                         | No
21/01/23   | Wrong number                                           | No
21/01/23   | Disconnecting the calls, sent the details on WhatsApp  | Yes
21/01/23   | Never asked for franchise                               | No
21/01/23   | Busy                                                  | No
21/01/23   | Busy                                                  | No
21/01/23   | Stylist from Orissa                                    | Yes
21/01/23   | Hindi                                                 | Yes
21/01/23   | Not answering                                          | No
21/01/23   | Wrong number                                           | No
21/01/23   | Wrong number                                           | No
21/01/23   | Wrong number                                           | No
21/01/23   | Wrong number                                           | No
21/01/23   | Send details                                           | Yes
21/01/23   | Don't pick call                                        | Yes
21/01/23   | Cut call                                              | No
21/01/23   | Ujjain                                                | Yes
21/01/23   | Hindi                                                 | Yes
21/01/23   | Hindi                                                 | Yes
21/01/23   | Didn't pick                                           | No
21/01/23   | No busy                                               | No
21/01/23   | Don't pick                                            | No
21/01/23   | Chhattisgarh 25 lakh                                  | Yes
21/01/23   | Not answering                                         | No
21/01/23   | Not interested                                        | No
21/01/23   | Not interested                                        | No
21/01/23   | Not interested                                        | No
21/01/23   | Not responding                                        | No
21/01/23   | Not interested                                        | No
21/01/23   | Maharashtra                                          | Yes
21/01/23   | Stylist                                              | Yes
21/01/23   | Wrong number                                         | No
21/01/23   | Didn't connect                                       | No
21/01/23   | Wrong number                                         | No
21/01/23   | Tamil Nadu                                           | Yes
21/01/23   | Not answering                                        | No
21/01/23   | Out of network                                       | No
21/01/23   | Not interested                                       | No
21/01/23   | Call disconnected                                     | No
21/01/23   | He'll call back in 30 mins                           | Yes
21/01/23   | Not interested                                       | No
21/01/23   | Switched off                                         | No
21/01/23   | His wife will call us back in an hour, she is a make-up artist trained in London & Dubai. Bhopal location | Yes
21/01/23   | Wrong number                                         | No
21/01/23   | Camille Albane - Need to WhatsApp details             | Yes
21/01/23   | Aurangabad - Camille Albane - WhatsApp details for 600 sft | Yes
21/01/23   | She is busy                                         | No
21/01/23   | Not interested                                       | No
21/01/23   | Not answering                                       | No
21/01/23   | Out of network coverage                              | No
21/01/23   | Not interested                                      | No
21/01/23   | Not interested                                      | No
21/01/23   | Not answering                                       | No
21/01/23   | He'll call back                                     | Yes
21/01/23   | Not answering                                       | No
21/01/23   | Not answering                                       | No
21/01/23   | Not answering                                       | No
21/01/23   | Not answering                                       | No
21/01/23   | Wrong number                                       | No
21/01/23   | Call disconnected                                  | No
21/01/23   | Not interested                                      | No
21/01/23   | She will call back                                  | Yes
21/01/23   | Not responding                                      | No
21/01/23   | Didn't connect                                      | No
21/01/23   | Not interested                                      | No
21/01/23   | She is a student                                    | Yes
21/01/23   | Not answering                                      | No
21/01/23   | Details sent                                       | Yes
21/01/23   | Did not inquire                                    | No
21/01/23   | Wants training for permanent makeup                  | Yes
21/01/23   | Wants to invest 50 lakh. But didn't sound potential. Anyway, send CA details | Yes
21/01/23   | Wants to invest 15k                                 | Yes
21/01/23   | 50k budget                                          | Yes
21/01/23   | Not interested                                      | No
21/01/23   | Did not inquire. She seems unaware of this completely | No
21/01/23   | Not interested                                      | No
21/01/23   | Not interested                                      | No
21/01/23   | Not interested                                      | No
21/01/23   | Wrong number                                       | No
21/01/23   | Mail sent                                                                                         | Yes
21/01/23   | Wrong number / 8th mail sent                                                                      | Yes
21/01/23   | Client will go through the details and get back to us/07.09.2022-Mail sent                       | Yes
21/01/23   | 9th-sent WhatsApp message 14th-They are still discussing and will take a little time/19th-mail sent CA, asked to wait/28-Disconnected the call/3-10:can't can this any more | Yes
21/01/23   | NO INCOMING CALLS ON THIS NUMBER                                                               | No
21/01/23   | Client will go through the details and get back to us/ 9th-Texted in WhatsApp, call back on 12th-Sent a message in WhatsApp/28-Call no response/30-Call no response /3-10:NR | Yes
21/01/23   | 6th not answering / 7th-Spoken and Sent details/8th-Given a call no response/ 9th-Sent WhatsApp message/10th-Call no response/12th-Call no response/ Sent CA - Details also | Yes
21/01/23   | Lucknow - Details sent / fixed a video on 06.09.2022 at 3:30/07.09.2022-she is busy out of station/08.09.2022-Given a call no response/ mail bounced/8th-Sent WhatsApp message/call on 12.09.2022/12th-needs to discuss with other stakeholders and confirm, given her a clue for CA also, she asked me to send the details - sent/14th-Text done / 19th-Spoken and sent mails for DESSANGE & CA/23-shared details both models and will get back to us /28-call no response/3-10:Reminder message | Yes
21/01/23   | Sent Details & Mail Sent                                                                         | Yes
21/01/23   | Mail sent/ 19th-mail sent                                                                        | Yes
21/01/23   | Mail sent/19th-mail sent                                                                         | Yes
21/01/23   | 5Sep-spoken sent details / 7Sep-follow call given, no response & mail sent/ 8Sep-Given a call no response / Mail sent/10th-Sent message, in WhatsApp/12th-Call no response/19th mail sent for CA | Yes
21/01/23   | 8th-Mail Sent/9th-Sent WhatsApp message. 10th-Spoken, Not Appropriate/ 19th- mail sent CA | Yes
21/01/23   | Sent - Details / follow up 7/9-if interested I will call you back / 8th-Mail Sent/9th-Sent WhatsApp message./10th-Not Interested/Mail sent for CA | Yes
21/01/23   | 8th-Mail Sent/ 19th- mail sent CA | Yes
21/01/23   | 8th-Mail Sent/19th mail for CA | Yes
21/01/23   | 8th-Mail Sent/19th-Mail for CA | Yes
21/01/23   | Vijayawada-details sent /7/9-asked me to call tomorrow by 11:00am2nd Follow up call8th, No Response/ 9th-confused if he is planning Brand-ca in Hyd or Vijayawada/meeting call in the evening / 19th-Mail for CA | Yes
21/01/23   | Out of service / 8th-Mail Sent/ 19th-mail for CA | Yes
21/01/23   | Not appropriate / 8th-Mail Sent/19th-mail for CA/Location-Delhi, he is a Hairstylist wants to start own | Yes
21/01/23   | 8th-Mail Sent/ 19th-mail sent CA | Yes
21/01/23   | Location- Eranakulam currently not available / 8th-Mail Sent/ / 19th-mail sent CA/23-sent details in WhatsApp/28-Call no response/30-Disconnected/3-10:NR | Yes
21/01/23   | Incoming facilities are stopped / 8th-Mail Sent | Yes
21/01/23   | Sending details/ currently traveling out of the country will get back to us/12th-message sent in WhatsApp/ call after 15-Days 26th Sep/ 20th-spoken still out of the country call me after Diwali | Yes
21/01/23   | Already spoken to client and visiting the salon tomorrow morning 11:30 am 07.09.2022/07.09.2022-visited the salon | Yes
21/01/23   | Bihar-Details sent/mentioned interest in Bihar - location / 8th-Mail Sent/9th-Message sent in WhatsApp/10th-Called, messaged I will call you back later/14th-Call no response/19th-mail sent for CA/ 19th-Call no response | Yes
21/01/23   | Location - Chandigarh/ asked for details and get back to us / 2nd Follow up - Call no response/asked to send Camille Albane showing interest | Yes
21/01/23   | Interested in Franchise - Trivandrum, sent detail and mail / 8th-will call me tomorrow/9th-called, will call me back before 5 pm, but no call given 12th-Text sending CA details also/14th-Change of e-mail address/ 20th-business plan is next year and His MD not in the city, will be back only after Diwali | Yes
21/01/23   | Location-Mumbai8th-Mail Sent/19th-mail sent CA/23-spoken and asked me to send details again/28-Call back I am busy | Yes
21/01/23   | It's a hairstylist currently working in Visakhapatnam will get back to us later | Yes
21/01/23   | Asked to send details-7th/23-not worth | Yes
21/01/23   | Disconnected the call / 8th-Mail Sent/10th-Call no response/10th-call no response/12th-Call no response/19th-call no response, text sent (HYD) 28-Call no response/3-10:NR | Yes
21/01/23   | Switched off / 8th-Mail Sent/10th-Call informed I didn't enquire | Yes
21/01/23   | Sent Details email/WhatsApp, disconnected the call / 9th-sent message in WhatsApp/10th-Call no response/12th-call | Yes
21/01/23   | 8th-details sent, given other e-mail ID/9th-sent message in WhatsApp regarding call at 4.30 pm / 10th-Called asked me to send details again/12th-Called mentioned, we are still going through and we shall get back to you./14th-Text sent/ 20th-Call no response, text sent -CA /26-call no response3-10:Not Interested | Yes
21/01/23   | 8th-Mail Sent | Yes
21/01/23   | Mail sent / 8th-Mail Sent | Yes
21/01/23   | Asked to send details Both Dessange & CA/ 2nd-8th-In a meeting call you back later/12th-Sent message in WhatsApp/14th-text sent, mentioned not interested | Yes
21/01/23   | Email sent-8th | Yes
21/01/23   | Out of service / mail sent 8th/20th-Spoken, will get back by evening /20th-Job | Yes
21/01/23   | Hairstylist looking for a job | Yes
21/01/23   | 8th-Details sent by WhatsApp & Email-asked to call back at post 6 pm, spoken wants to even discuss with stakeholders and get back to us.12th-Sent message in (WA)-responded asked to wait/ 20th-sent text - mentioned not interested but again sent him regarding CA | Yes
21/01/23   | 8th-Details sent & Mailed, call no response/9th-Call Busy, Details sent in WhatsApp./14th-Disconnected the call/ 20th-Call Blocked | Yes
21/01/23   | 8th-Email Sent, Call no response, 9th-Call no response and message sent / 12th-Call Busy/14th-text sent, call busy/ 20th-call no response, sent text | Yes
21/01/23   | Doesn't sound appropriate/email sent-8th | Yes
21/01/23   | 9th-Call no response, e-mail sent./12th-Call no response, message sent in WhatsApp/14th- call no response , text sent/20th-Call no response, text sent 26-busy/3-10:NR | Yes
21/01/23   | 8th-Mail Sent | Yes
21/01/23   | Mail sent / 8th-Mail Sent | Yes
21/01/23   | Asked to send details-7th/23-not worth | Yes
21/01/23   | Disconnected the call / 8th-Mail Sent/10th-Call no response/10th-call no response/12th-Call no response/19th-call no response, text sent (HYD) 28-Call no response/3-10:NR | Yes
21/01/23   | Switched off / 8th-Mail Sent/10th-Call informed I didn't enquire | Yes
21/01/23   | Sent Details email/WhatsApp, disconnected the call / 9th-sent message in WhatsApp/10th-Call no response/12th-call | Yes
21/01/23   | 8th-details sent, given other e-mail ID/9th-sent message in WhatsApp regarding call at 4.30 pm / 10th-Called asked me to send details again/12th-Called mentioned, we are still going through and we shall get back to you./14th-Text sent/ 20th-Call no response, text sent -CA /26-call no response3-10:Not Interested | Yes
21/01/23   | 8th-Mail Sent | Yes
21/01/23   | Mail sent / 8th-Mail Sent | Yes
21/01/23   | Asked to send details Both Dessange & CA/ 2nd-8th-In a meeting call you back later/12th-Sent message in WhatsApp/14th-text sent, mentioned not interested | Yes
21/01/23   | Email sent-8th | Yes
21/01/23   | Out of service / mail sent 8th/20th-Spoken, will get back by evening /20th-Job   | Yes a
21/01/23  | Call not getting connected, Mail Sent, 14th-called, informed wrong number          | No
21/01/23  | Restate person he would help our clients in case if they don't find the location  | Yes
21/01/23  | Gurgoan(He is into business(coal, liquor, education & construction)-12th-Spoken driving can't speak, sending details whatsapp & mail/20th- no response/26-call no response | Yes
21/01/23  | Call no response, will e-mail tomorrow after talking /13th-Reminder text sent for   | Yes
21/01/23  | Spoken to Tanuj's Brother it was not the same contact no and he has given Tanuj number but he disconnected the call, Mail Sent /13th-Disconnected the call/20th-mentioned not interested | Yes
21/01/23  | Madhapur, Sounds Interested sent mail & Whatsapp/13th-WA-Text sent, replied meeting on 18.09.2022-Sunday-11:30am/20th-text sent/26-text sent/28-call no response | Yes
21/01/23  | Jharkhand13th-Call no response, mail sent /14th-spoken, text sent and asked to confirm mail address, asked to send the details in WhatsApp only/15th-call, budget is low sending the details for /20th-call no response, sent text replied will get back after 27th /3-10:reminder message | Yes
21/01/23  | Sorry, E-mail sent                                                                 | Yes
21/01/23  | Indore, 13th-Mail sent, was speaking and suddenly disconnected the call'/14th-call, asked to call in the evening but continue busy/15th-Call no response, text sent/3-10:call back at 5 o'clock | Yes
21/01/23  | 14th-Call, no response, text & mail sent                                          | Yes
21/01/23  | 14th-not appropriate                                                             | No
21/01/23  | Location - Lucknow14th-Call, no response, text & mail sent /23-call back/26-call spoken asked to send details again done /28-still didn't go through, call after one hour /3-10:will discuss with wife as well and get back to us | Yes
21/01/23  | 14th-UP- Sent                                                                    | Yes
21/01/23  | 14th-Nagpur-sent text & Mail/ 23-Call back/26-call no response/3-10:NR             | Yes
21/01/23  | Location: Bnlr14th-mail&Text sent details/3-10:NR                                 | Yes
21/01/23  | 14th-Call, no response, text & mail sent, given a call back and told that I didn't enquire anything | Yes
21/01/23  | 15th-Wrong Number/16th-mail sent                                                  | Yes
21/01/23  | 16th-mail sent/26-wrong number                                                   | Yes
21/01/23  | 15th-call you back/16th-mail sent/20th-spoken asked me call me back after 7.10.2022 | Yes
21/01/23  | Calcutta, 15th- call you back/16th-mail sent/20th-spoken asked me call me back after 7.10.2022 | Yes
21/01/23  | 15th-call, no response/3-10:No Budget                                           | Yes
21/01/23  | 16th-call no response/20th-Disconnected                                        | No
21/01/23  | Delhi/16th-Call /20th-Call (consultant)                                         | No
21/01/23  | 16th-I have not enquired                                                        | No
21/01/23  | 16th-call disconnected/20th-Disconnected/3-10:NR                               | No
21/01/23  | 20th-Call disconnected/3-10:Call-Discnt                                        | No
21/01/23  | 16th-Call no response/20th-language not okay                                  | Yes
21/01/23  | Hyd - 16th-asked to send details, mail sent, text sent/26-Called me asked for CA details/28-in meeting /3-10:Call-Discnt | Yes
21/01/23  | Udaipur/20th-sent details working currently not yet decided anything              | Yes
21/01/23  | Thiruvalla, 18th-spoken and sent details /20th-call no response/3-10:NR          | Yes
21/01/23  | Pune18th-Call, no response, text sent/20th-spoken will go through and get back in a couple of days /23-call back on Monday /28-called in meeting /3-10:Spoken and given Preethi ma'am, no | Yes
21/01/23  | UP(borakpur)-(education)                                                       | No
21/01/23  | 18th-Call no response/28-call no response                                       | No
21/01/23  | 18th-call no response, sent text/20th-call disconnected/28-disconnected the call/3-10:asked for ROI | Yes
21/01/23  | 18th-call no response, text sent/20th-spoken will get back to you/28-call back tomorrow morning/3-10:can't speak now | Yes
21/01/23  | Lucknow18th-call, into real estate-business, want to know all the details, mail & text - done/20th-call no response/28-call no response/3-10:NR | Yes
21/01/23  | 18th-Call no response, text sent/20th-call no response/call no response/3-10:NR  | Yes
21/01/23  | 20th-call no response/23-not enquired                                            | No
21/01/23  | 19th-UP-construction / trading sending both details /20th-sent mail/28-i will call you tomorrow morning /3-10:reminder call 15.10.2022 | Yes
21/01/23  | 19th-Wrong Number                                                               | No
21/01/23  | Bnglr - 19th-asked send details location not yet decided sent/20th- sent text/28-call, I need some time call back after 15 days | Yes
21/01/23  | 19th-Call no response, text sent/ 20th-location - Vijayawada, spoken, mail sent/28-call no response/3-10:NR | Yes
21/01/23  | 19th-Call no response, text sent/20th-switched off/ 21st-wrong no                 | Yes
21/01/23  | 19th-Call - No wrong Number                                                     | No
21/01/23  | 19th-Call no response, text sent/20th-sent text//3-10:Not interested            | No
21/01/23  | 19th-switched off / text sent, 20th-incoming calls are stopped or out of coverage area /21st-Wrong Number | No
21/01/23  | Lucknow/Gorakhpur19th-planning the business after 4 to 5 months                 | Yes
21/01/23  | J&K19th-Spoken & asked for details sent, 20th-sent text/ 28-Disconnected/3-10:NR  | Yes
21/01/23  | 19th-text/mail - done/ called back and mentioned I have not enquired anything     | Yes
21/01/23  | 20th-spoken, informed will get back to us/28-Saturday morning /3-10:NR            | Yes
21/01/23  | 20th-call no response, sent text /28-call no response                            | No
21/01/23  | 20th-call switched off, sent text /28-call no response                            | No
21/01/23  | Wrong Number                                                                    | No
21/01/23  | 22-Call no response, sent text & mail./28-call no response/3-10:NR                | Yes
21/01/23  | 22-stopped incoming services, sent text/26-stopped incoming /3-10:incoming calls stopped | Yes
21/01/23  | 22-spoken, Orissa, sent text & mail/26-asked for CA details sent./28-call no response | Yes
21/01/23  | 22-spoken, sent text & mail/26-Call no response                                   | Yes
21/01/23  | 22-not even understanding what I am speaking                                    | Yes
21/01/23  | 23-willing to start working                                                     | Yes
21/01/23  | 23-Busy, text & mail sent/26-Wrong no                                           | Yes
21/01/23  | 23-no WhatsApp mail sent.26-Disconnected call/28-call wrong no                   | Yes
21/01/23  | 23-call no response, text & mail sent/26-text sent/28-busy/3-10:                  | Yes
21/01/23  | 23-mail sent/Wrong no(wants to sell her business)                                 | Yes
21/01/23  | 23-mail sent//26-Call, rude talk                                                | Yes
21/01/23  | 23-wrong no                                                                     | No
21/01/23  | 23-Disconnected, mail sent/26-wrong no                                         | Yes
21/01/23  | 23-NR, mail sent /26-Call no response/28-call no response/3-10:NR                  | No
21/01/23  | 23-wrong no                                                                     | No
21/01/23  | 23-Busy, mail sent/26-Call no response/28-busy/3-10:NR                          | No
21/01/23  | 23-Call no response , mail sent /26-Wrong no                                   | Yes
21/01/23  | 23-wrong no                                                                     | No
21/01/23  | 23-NR, mail sent /26-Call no response/28-call no response/3-10:NR                  | No
21/01/23  | 23-wrong no                                                                     | No
21/01/23  | 23-Busy, mail & text sent/26-Call no response/ not interested                    | No
21/01/23  | 26-Wrong                                                                      | No
21/01/23  | 26-Call no response, mail sent/28-budget issue                                  | Yes
21/01/23  | 26-Call no response, mail sent/28-Disconnected                                   | No
21/01/23  | 26-Call no response, mail sent/28-call no response/3-10:Nr                        | Yes
21/01/23  | 26-Call no response, mail sent/28-call no response/3-10:NA                       | Yes
21/01/23  | 26-Disconnected, mail sent/28-call no response/3-10:Discnt                        | No
21/01/23  | 26-NR, mail sent/28-call no response/3-10:NR                                     | No
21/01/23  | 26-no response, text & /28-call Disconnected while speaking                      | Yes
21/01/23  | 26-switched off, mail sent /28-switched off/3-10:switched off                     | No
21/01/23  | Gujarat, 26-text & mail sent/28-spoken asked to send details on other WhatsApp number, he is a builder | Yes
21/01/23  | Hyd, 26-hairstylist-no communications                                             | No
21/01/23  | Disconnected                                                                     | No
21/01/23  | Wrong no                                                                        | No
21/01/23  | 30-Busy, mail&text sent.                                                        | Yes
21/01/23  | No Budget                                                                       | No
21/01/23  | 30-Call no response, mail&text sent.                                           | Yes
21/01/23  | 30-Call no response, mail&text sent.                                           | Yes
21/01/23  | 30-Call no response, mail&text sent.                                           | Yes
21/01/23  | 30-Call no response, mail&text sent.                                           | Yes
21/01/23  | 30-Call no response, mail&text sent                                            | Yes
21/01/23  | 30-Call no response, mail&text sent (budget 50K)                                | Yes
21/01/23  | 30-Wrong no                                                                    | No
21/01/23  | No Incoming calls                                                              | No
21/01/23  | Will call back and speak in detail                                              | No
21/01/23  | NR                                                                             | No
21/01/23  | NR                                                                             | No
21/01/23  | NR                                                                             | No
21/01/23  | NR                                                                             | No
21/01/23  | Location: Viza, Business in Mills NR                                           | No
21/01/23  | Mail                                                                            | No
21/01/23  | Mail                                                                            | No
21/01/23  | Mail									    | No
21/01/23  | Mail                                                                            | No
21/01/23  | Mail                                                                            | No
21/01/23  | Mail									    | No
